"","Astro","Micro","Endo","Oligo","OPC","Inh","Exc"
"cg15135176",0,1,0.875,1,0.5,0.970684039087948,0.992307692307692
"cg09898424",0,0.222222222222222,0.181818181818182,0,0,0.891170431211499,0.957924263674614
"cg11756425",0.176470588235294,0.75,1,0.266666666666667,0.166666666666667,0.956719817767654,0.990424076607387
"cg12192217",0.0666666666666667,0.666666666666667,0.444444444444444,0.357142857142857,0.333333333333333,0.969262295081967,0.960835509138381
"cg13279476",0.909090909090909,0.5,0.111111111111111,0.230769230769231,0.166666666666667,0.0160320641282565,0.00240963855421687
"cg05241973",0.0434782608695652,1,0.923076923076923,0.84,1,0.97459584295612,0.98297213622291
"cg01824208",0,0.846153846153846,0.714285714285714,0.764705882352941,0.777777777777778,0.981220657276995,0.986259541984733
"cg04877622",0.05,1,1,0.882352941176471,0.888888888888889,0.989974937343358,0.992895204262877
"cg17564203",0,0,0.571428571428571,1,0.8,0.985074626865672,0.981507823613087
"cg16264004",0.91304347826087,0.285714285714286,0.555555555555556,0,0,0.0243362831858407,0.00540540540540541
"cg06864431",0,0.333333333333333,0.9,0.363636363636364,0,0.982417582417582,0.974226804123711
"cg21619138",0,0.5,0.941176470588235,0.916666666666667,1,0.985374771480804,0.986320109439125
"cg03725414",0,1,0.571428571428571,0.733333333333333,0.25,0.979487179487179,0.987441130298273
"cg03562912",0,0.8,1,1,1,0.984756097560976,0.987432675044883
"cg12578013",0,0.666666666666667,1,0.923076923076923,0.888888888888889,0.982051282051282,0.975124378109453
"cg08069163",0,1,1,0.0454545454545455,0.307692307692308,0.950561797752809,0.979108635097493
"cg01286133",1,0.666666666666667,0.333333333333333,0.0769230769230769,0.0833333333333333,0.0146750524109015,0.016
"cg09099627",0,0.428571428571429,0.416666666666667,0.608695652173913,0.222222222222222,0.980769230769231,0.975031210986267
"cg04778099",0,1,0.1,0.625,0.111111111111111,0.920754716981132,0.974564926372155
"cg00488842",0.05,0.857142857142857,0.888888888888889,1,0.923076923076923,0.9875,0.988446726572529
"cg05858426",0.125,0.857142857142857,1,1,1,0.986842105263158,0.985645933014354
"cg11998497",0.115384615384615,0.875,1,0.894736842105263,1,0.974459724950884,0.976470588235294
"cg03454836",0.0357142857142857,1,1,0.9375,0.222222222222222,0.972644376899696,0.942698706099815
"cg13484202",0.0416666666666667,0.875,1,0.526315789473684,0.6,0.982323232323232,0.97766323024055
"cg03589999",0,0.571428571428571,0.647058823529412,0.647058823529412,0.666666666666667,0.930470347648262,0.989333333333333
"cg08077048",0.0909090909090909,0.25,0.857142857142857,1,0.923076923076923,0.988399071925754,0.988455988455988
"cg14236898",0,1,0.875,0.941176470588235,0.0769230769230769,0.945497630331754,0.989583333333333
"cg22201668",0,0.909090909090909,1,0.928571428571429,0.6,0.970149253731343,0.96969696969697
"cg17028595",0.12,1,0.777777777777778,0.894736842105263,0.428571428571429,0.984962406015038,0.984126984126984
"cg16124111",0.0476190476190476,1,0.833333333333333,0.789473684210526,0.875,0.98343685300207,0.985274431057564
"cg14997450",1,0.111111111111111,1,0.304347826086957,0,0.0420560747663551,0.00597907324364723
"cg27062293",0,0.714285714285714,0,0.25,0.333333333333333,0.91304347826087,0.975254730713246
"cg00186532",0,0.916666666666667,0.153846153846154,0.8,0.833333333333333,0.977900552486188,0.984797297297297
"cg16848937",0,1,0.777777777777778,0.9,1,0.989208633093525,0.979487179487179
"cg24778538",1,0.833333333333333,0.833333333333333,0.571428571428571,0.285714285714286,0.00963391136801541,0.00235849056603774
"cg04016621",0.107142857142857,1,0.888888888888889,0.75,0.888888888888889,0.961340206185567,0.967796610169491
"cg06585203",0.0384615384615385,0,0.555555555555556,0.615384615384615,0.636363636363636,0.946327683615819,0.984051036682616
"cg17594662",0.0833333333333333,1,1,0.933333333333333,0.857142857142857,0.949602122015915,0.986559139784946
"cg02189431",0,0.833333333333333,1,0.928571428571429,1,0.990243902439024,0.983333333333333
"cg08868976",0,0.875,0.375,0.153846153846154,1,0.990543735224586,0.957613814756672
"cg02839328",0.0416666666666667,0.6,0.142857142857143,0.65,0.5,0.963340122199593,0.986449864498645
"cg12045002",0.875,0,0.0833333333333333,0,0,0.0250569476082005,0.0162721893491124
"cg18813159",0.037037037037037,0.857142857142857,0.363636363636364,0.8,0.333333333333333,0.917040358744395,0.982945736434109
"cg24020489",0.05,1,0.692307692307692,0.956521739130435,0.916666666666667,0.984269662921348,0.987603305785124
"cg14746605",0.0476190476190476,1,0.833333333333333,0.96,0.916666666666667,0.975190839694656,0.980093676814988
"cg06289802",0.05,0.818181818181818,1,1,1,0.990740740740741,0.979299363057325
"cg14159042",0.05,1,0.875,1,1,0.988593155893536,0.986394557823129
"cg08090226",1,0,1,0.952380952380952,1,0.983333333333333,0.991616766467066
"cg12192582",1,0,1,1,1,0.98804780876494,0.991620111731844
"cg23932820",1,0,1,1,1,0.995133819951338,0.988165680473373
"cg00407537",0.95,0,1,0.933333333333333,1,0.985790408525755,0.98505603985056
"cg21301505",1,0.0555555555555556,0.909090909090909,1,1,0.982494529540481,0.984308131241084
"cg03341276",0.9375,0,1,1,1,0.983967935871743,0.983988355167394
"cg04607003",1,0,1,1,1,0.984084880636605,0.991423670668954
"cg04098585",0.962962962962963,0,0.928571428571429,1,1,0.98018018018018,0.972132904608789
"cg06821009",1,0,0.818181818181818,0.923076923076923,0.833333333333333,0.986910994764398,0.992012779552716
"cg10520397",1,0,1,0.933333333333333,1,0.989333333333333,0.988294314381271
"cg26167603",1,0,1,1,0.625,0.963172804532578,0.974609375
"cg27135057",1,0.0625,0,1,1,0.993527508090615,0.992869875222816
"cg11889927",0.857142857142857,0,0.857142857142857,0.909090909090909,1,0.981012658227848,0.985688729874776
"cg05000080",1,0,1,0.952380952380952,1,0.980676328502415,0.986918604651163
"cg27587033",0.714285714285714,1,0.6,0,0,0.00728155339805825,0.00317460317460317
"cg15892824",1,0.0625,1,1,1,0.986,0.976076555023923
"cg04547423",0.964285714285714,0.0666666666666667,0.916666666666667,0.823529411764706,1,0.994515539305302,0.984375
"cg04353474",0.916666666666667,0,0.866666666666667,1,1,0.97907949790795,0.976190476190476
"cg10457436",1,0.0625,1,1,1,0.966426858513189,0.988252569750367
"cg07748567",1,0,0.75,0.944444444444444,1,0.974828375286041,0.963715529753266
"cg12468966",0.954545454545455,0.117647058823529,1,0.866666666666667,1,0.984090909090909,0.98236092265943
"cg19643767",0.9375,0,0.75,1,0.857142857142857,0.986376021798365,0.98066783831283
"cg21386120",0.894736842105263,0,0.714285714285714,1,1,0.985680190930788,0.989329268292683
"cg09951271",1,0.0714285714285714,1,1,1,0.989949748743719,0.987719298245614
"cg01838544",0.666666666666667,0,1,0.875,0.875,0.991189427312775,0.983213429256595
"cg06638568",0.909090909090909,0,0.777777777777778,1,1,0.970037453183521,0.993166287015945
"cg14503489",0.727272727272727,0,0.666666666666667,0.95,1,0.997041420118343,0.976510067114094
"cg07160665",1,0.117647058823529,0.875,0.928571428571429,1,0.98,0.980744544287548
"cg02527830",0.916666666666667,0,0.933333333333333,0.92,0.928571428571429,0.975881261595547,0.967780429594272
"cg18203654",1,0,0.777777777777778,1,1,0.992042440318302,0.998392282958199
"cg08528287",1,0,0.727272727272727,0.714285714285714,0.863636363636364,0.958139534883721,0.944847605224964
"cg14770173",0.357142857142857,0,0.181818181818182,0.818181818181818,0.785714285714286,0.953488372093023,0.960858585858586
"cg14622669",1,0,0.75,0.695652173913043,1,0.983240223463687,0.973021582733813
"cg04678821",1,0.125,1,0.928571428571429,1,0.981481481481482,0.986531986531986
"cg16648365",1,0.0714285714285714,0.714285714285714,0.857142857142857,1,0.984126984126984,0.994661921708185
"cg23371421",0.944444444444444,0.0769230769230769,1,1,0.857142857142857,0.989775051124744,0.992937853107345
"cg23832596",0.769230769230769,0,0.333333333333333,0.923076923076923,1,0.973372781065089,0.991967871485944
"cg15836722",1,0.238095238095238,1,0.923076923076923,1,0.981191222570533,0.98422090729783
"cg24285735",0.666666666666667,0,0.625,0.736842105263158,0.571428571428571,0.954659949622166,0.995145631067961
"cg26627349",0.9,0,1,1,0.8,0.993569131832797,0.989775051124744
"cg11023579",0.928571428571429,0,1,0.909090909090909,1,0.979955456570156,0.984667802385009
"cg24878536",1,0.125,1,1,1,0.979166666666667,0.984172661870504
"cg27432242",0.666666666666667,0,0.933333333333333,1,1,0.957820738137083,0.957095709570957
"cg16302816",1,0,1,1,0.916666666666667,0.984126984126984,0.978395061728395
"cg09150550",1,0,1,1,1,0.981412639405205,0.986263736263736
"cg26453169",0.933333333333333,0,0.666666666666667,0.9,1,0.976394849785408,0.990070921985816
"cg04086097",1,0,1,1,1,0.992146596858639,0.992869875222816
"cg02530533",1,0.157894736842105,0.333333333333333,1,1,0.984978540772532,0.979010494752624
"cg00853802",1,0,0.5,0.894736842105263,0.75,0.971887550200803,0.952513966480447
"cg04889100",0.909090909090909,0,0.8,1,1,0.97906976744186,0.971061093247588
"cg26630577",0.941176470588235,0.117647058823529,0.947368421052632,1,1,0.979405034324943,0.975083056478405
"cg11615447",1,0,1,1,1,0.991266375545852,0.982195845697329
"cg18227843",1,0,0.875,1,1,0.982638888888889,0.970645792563601
"cg00971789",0.866666666666667,0,0.875,0.8,1,0.980810234541578,0.985074626865672
"cg18401534",1,0,0.857142857142857,1,1,0.949397590361446,0.972779369627507
"cg14519350",1,0,1,1,0.818181818181818,0.988165680473373,0.98995983935743
"cg04446677",1,0,1,1,1,0.967336683417085,0.984962406015038
"cg15357826",1,0,1,0.96,1,0.984090909090909,0.986686390532544
"cg24707573",1,0,0,1,1,0.995169082125604,0.974358974358974
"cg26076724",1,0,1,1,1,0.973045822102426,0.98443579766537
"cg10179427",0,1,0.909090909090909,0.153846153846154,0,0.0168539325842697,0.0124555160142349
"cg01585096",0.769230769230769,0.0555555555555556,0.846153846153846,0.692307692307692,0.666666666666667,0.972093023255814,0.954612005856515
"cg21831399",0.4,0,0.555555555555556,0.818181818181818,0.714285714285714,0.981132075471698,0.984520123839009
"cg11795728",1,0,0,1,1,0.955456570155902,0.97984496124031
"cg04446392",0.909090909090909,0.0666666666666667,1,0.875,1,0.980629539951574,0.97724039829303
"cg22469173",1,0.0588235294117647,1,1,0.833333333333333,0.976063829787234,0.951666666666667
"cg06150454",1,0,1,0.833333333333333,1,0.972602739726027,0.984238178633975
"cg23520096",1,0,0.142857142857143,0.9375,1,0.977040816326531,0.974958263772955
"cg22280671",1,0,0.9,0.807692307692308,0.916666666666667,0.947019867549669,0.992223950233281
"cg00582398",1,0,0.846153846153846,0.869565217391304,0.923076923076923,0.968864468864469,0.984216459977452
"cg06784420",0.928571428571429,0,1,0.882352941176471,0.8,0.984375,0.977029096477795
"cg00314173",0.947368421052632,0,0.777777777777778,1,1,0.980535279805353,0.974930362116992
"cg03895810",1,0.125,0.75,0.933333333333333,1,0.973557692307692,0.984662576687117
"cg11533139",1,0,1,1,1,0.971671388101983,0.989399293286219
"cg00057616",0.9,0,0.875,1,1,0.984848484848485,0.99647266313933
"cg25410900",0.928571428571429,0,1,1,0.923076923076923,0.9825,0.995207667731629
"cg03157891",1,0.142857142857143,1,1,1,0.989847715736041,0.989090909090909
"cg10273679",1,0.0769230769230769,0.857142857142857,1,1,0.980952380952381,0.989290495314592
"cg05825377",1,0,0.875,1,1,0.950372208436725,0.988269794721408
"cg07549042",0.3125,0,0.2,0.8125,0.75,0.958419958419958,0.967976710334789
"cg11548184",0.642857142857143,0,0,0.75,0.777777777777778,0.982062780269058,0.98986975397974
"cg01623438",1,0,1,1,1,0.9875,0.9629057187017
"cg20731573",1,0,1,1,1,0.988394584139265,0.984771573604061
"cg02630677",0.9,0.117647058823529,0.8,0.954545454545455,0.941176470588235,0.973429951690821,0.970744680851064
"cg00744506",1,0,1,0.941176470588235,0.875,0.987012987012987,0.949668874172185
"cg06181202",1,0,1,1,1,0.988505747126437,0.987755102040816
"cg27242289",1,0,0.923076923076923,0.941176470588235,0.933333333333333,0.991044776119403,0.990974729241877
"cg04932082",0.9,0,0.166666666666667,0,0,0.943438914027149,0.983988355167394
"cg27623013",0,1,0.8,0,0,0.164305949008499,0.0190972222222222
"cg15275312",1,0,1,0.952380952380952,1,0.967495219885277,0.95886524822695
"cg05126095",1,0.0769230769230769,1,1,1,0.984084880636605,0.987012987012987
"cg25216589",0.916666666666667,0,0.125,1,1,0.990990990990991,0.990366088631985
"cg24426794",1,0.0666666666666667,0.363636363636364,1,1,0.971302428256071,0.980263157894737
"cg10658556",1,0,1,0.928571428571429,1,0.974619289340102,0.985815602836879
"cg16811321",0.666666666666667,0,0.7,0.8,0.9,0.992405063291139,0.986863711001642
"cg04593843",0.714285714285714,0,0,0.666666666666667,0.8,0.987775061124694,0.979416809605489
"cg04130507",1,0.0555555555555556,0.352941176470588,0.916666666666667,1,0.942222222222222,0.956896551724138
"cg01247459",1,0.133333333333333,1,1,1,0.974413646055437,0.985315712187959
"cg01501279",0.944444444444444,0,0.384615384615385,0.909090909090909,1,0.985330073349633,0.988779803646564
"cg02558751",1,0,0.6,0,0,0.980676328502415,0.982978723404255
"cg22760338",0.846153846153846,0.5,0,1,1,0.987084870848708,0.987437185929648
"cg20605626",0.6875,0.875,0.04,0.615384615384615,0.727272727272727,0.959488272921109,0.986842105263158
"cg25814852",0.0769230769230769,0.857142857142857,0,1,1,0.986631016042781,0.982817869415808
"cg07884745",1,1,0,1,0.5,0.986928104575163,0.989270386266094
"cg03903094",1,1,0,0.935483870967742,1,0.992869875222816,0.990762124711316
"cg00669774",1,1,0,0.933333333333333,1,0.987220447284345,0.998003992015968
"cg23070717",0.958333333333333,1,0,1,1,0.981865284974093,0.974436090225564
"cg20421702",1,1,0,1,1,0.9921875,0.98019801980198
"cg10536349",0,1,0.769230769230769,0,0,0.00569259962049336,0.00549450549450549
"cg10745413",1,0,0,1,1,0.972292191435768,0.973288814691152
"cg00409590",0.941176470588235,0,0,1,0.9,0.991701244813278,0.956521739130435
"cg11334644",0.166666666666667,0.125,0,0.666666666666667,0.666666666666667,0.986725663716814,0.989473684210526
"cg09495037",1,1,0.105263157894737,1,1,0.981132075471698,0.993160054719562
"cg08527290",0.769230769230769,0,0,0.714285714285714,0.888888888888889,0.973421926910299,0.987740805604203
"cg10016647",1,0.25,0.0454545454545455,0.9375,0.6,0.968354430379747,0.976296296296296
"cg01511480",1,0.142857142857143,0.0952380952380952,0.866666666666667,1,0.984168865435356,0.988871224165342
"cg18825119",0,0.8,1,0,0,0.0150093808630394,0.0108303249097473
"cg00441758",1,1,0,1,1,0.992574257425743,0.981042654028436
"cg09725286",0.333333333333333,0.571428571428571,0,0.0588235294117647,0.6,0.945564516129032,0.962616822429907
"cg20889501",1,0.5,0.16,1,1,0.98,0.974048442906574
"cg11596479",0.705882352941177,1,0.0869565217391304,0.888888888888889,0.857142857142857,0.975190839694656,0.967130214917826
"cg04006133",1,0.8,0,0.777777777777778,1,0.971938775510204,0.982964224872232
"cg18997827",0.846153846153846,1,0,1,1,0.973404255319149,0.974803149606299
"cg27403658",0.888888888888889,0.428571428571429,0.0588235294117647,1,1,0.995475113122172,0.988538681948424
"cg01883528",0.947368421052632,0.8,0.105263157894737,1,1,0.98488120950324,0.988673139158576
"cg17298328",1,1,0.157894736842105,1,0.916666666666667,0.987531172069825,0.995283018867924
"cg17214860",1,1,0.0588235294117647,1,1,0.984,0.988095238095238
"cg22424909",0.947368421052632,0,0,1,1,0.992,0.985915492957746
"cg22572362",0.944444444444444,0.8,0.0952380952380952,0.888888888888889,1,0.970149253731343,0.981308411214953
"cg16143997",1,0.714285714285714,0,0.857142857142857,1,0.973760932944606,0.986564299424184
"cg05472587",0.928571428571429,0.571428571428571,0.105263157894737,0.769230769230769,0.833333333333333,0.993610223642173,0.996078431372549
"cg24006547",1,0.571428571428571,0.0909090909090909,0.764705882352941,0.8,0.977973568281938,0.969609261939218
"cg10910644",0.96,0.6,0.105263157894737,1,1,0.984409799554566,0.986196319018405
"cg13510461",1,0,0,1,1,0.982142857142857,0.978193146417445
"cg10889792",0.785714285714286,1,0.1,0.692307692307692,1,0.980306345733042,0.986363636363636
"cg24797066",1,0.571428571428571,0,0.909090909090909,1,0.989878542510121,0.987903225806452
"cg27657924",1,1,0,0.8,1,0.983193277310924,0.984924623115578
"cg10140454",0,0.666666666666667,0.833333333333333,0,0,0.0066815144766147,0.00150375939849624
"cg01894046",1,0.8,0.0555555555555556,0.9,0.846153846153846,0.976939203354298,0.988175675675676
"cg21350496",1,0,0,1,1,0.928571428571429,0.973880597014925
"cg26733444",0.9375,0.8,0,0.9375,1,0.989010989010989,0.970219435736677
"cg07889615",1,1,0.0555555555555556,1,1,0.985576923076923,0.974358974358974
"cg06825998",0.7,0.454545454545455,0.0952380952380952,0.875,0.909090909090909,0.979633401221996,0.985294117647059
"cg08988059",1,0.428571428571429,0.0555555555555556,1,0.875,0.986143187066975,0.980582524271845
"cg02356631",0.944444444444444,0.0909090909090909,0,0.9,0.9,0.981132075471698,0.986784140969163
"cg05757757",0.0666666666666667,0.5,0.888888888888889,0.0909090909090909,0,0.00928792569659443,0.00880281690140845
"cg09760732",1,0.25,0.0588235294117647,0.882352941176471,1,0.982142857142857,0.99
"cg12339012",0.954545454545455,0.909090909090909,0.0555555555555556,0.476190476190476,1,0.984344422700587,0.984723854289072
"cg10434419",1,0.25,0.1,1,1,0.975069252077562,0.981636060100167
"cg03262020",0.857142857142857,0.363636363636364,0,0.230769230769231,0.75,0.96652719665272,0.975182481751825
"cg06963709",1,0.6,0.142857142857143,0.714285714285714,0.75,0.986301369863014,0.983050847457627
"cg13711238",1,0.833333333333333,1,0,0,0.0463576158940397,0.0161943319838057
"cg16986720",0.142857142857143,0.9,1,0.2,0,0.0166320166320166,0.0198019801980198
"cg19512055",0,0.2,1,0,0,0.0110803324099723,0.0100334448160535
"cg02522367",1,1,0.0588235294117647,1,1,0.987041036717063,0.976356050069541
"cg26152622",0.8,0,0,0.789473684210526,0.5,0.984126984126984,0.981996726677578
"cg27232629",0.0869565217391304,0.909090909090909,0,0.944444444444444,0.642857142857143,0.966336633663366,0.968069666182874
"cg03339668",0,1,1,0,0,0.0045766590389016,0.00154320987654321
"cg00379830",1,0.285714285714286,0,1,0.875,0.975274725274725,0.976311336717428
"cg16314635",1,0.5,0,1,1,0.969339622641509,0.992223950233281
"cg26832211",0.941176470588235,0.888888888888889,0.0588235294117647,1,1,0.985037406483791,0.981308411214953
"cg08378788",0.833333333333333,0.5,0,1,0.857142857142857,0.963718820861678,0.977044476327116
"cg16237310",0.875,0.111111111111111,0,0.571428571428571,1,0.965968586387435,0.960431654676259
"cg01106273",0.931034482758621,0,0,0.961538461538462,0.75,0.956,0.949174078780178
"cg10249011",0.923076923076923,0,0,1,1,0.973529411764706,0.979416809605489
"cg13840520",1,0,0,0.933333333333333,1,0.980609418282548,0.980036297640653
"cg19679801",0.941176470588235,1,0,1,1,0.978155339805825,0.975567190226876
"cg21367940",0.7,0.777777777777778,0.0588235294117647,1,1,0.983086680761099,0.983805668016194
"cg00597076",0.833333333333333,0.2,0,0.96,1,0.981438515081206,0.979228486646884
"cg12459772",0.941176470588235,1,0,0.9375,1,0.976595744680851,0.984771573604061
"cg17834833",0.933333333333333,0,0,1,1,0.973988439306358,0.985559566787004
"cg07853095",1,0.857142857142857,0.105263157894737,0.916666666666667,0.833333333333333,0.979643765903308,0.983948635634029
"cg26245256",0,0.75,0.941176470588235,0,0,0.0343915343915344,0.00493421052631579
"cg14645605",1,0.181818181818182,0.0526315789473684,0.4,1,0.981029810298103,0.981718464351006
"cg04721793",1,0.888888888888889,0.105263157894737,1,1,0.981770833333333,0.977742448330684
"cg19861967",0.947368421052632,1,0,0.944444444444444,1,0.978723404255319,0.983941605839416
"cg27216853",0.875,1,0.15,1,1,0.986455981941309,0.978813559322034
"cg09949502",0.238095238095238,0,0,0.846153846153846,0.833333333333333,0.983157894736842,0.980091883614089
"cg10880090",0.636363636363636,0,1,0,0,0.00510204081632653,0.00805152979066022
"cg23075476",1,0.833333333333333,0,0.857142857142857,1,0.96,0.975232198142415
"cg06072822",1,1,0.0555555555555556,1,0.8,0.962962962962963,0.982935153583618
"cg08918523",0.888888888888889,0.375,0,0.833333333333333,1,0.979220779220779,0.974003466204506
"cg00108282",1,0.8,0.111111111111111,1,1,0.981884057971015,0.990407673860911
"cg16565696",1,0,0.0526315789473684,0.944444444444444,1,0.984126984126984,0.964343598055105
"cg20568402",0.956521739130435,1,0,1,1,0.974947807933194,0.98273381294964
"cg02198988",1,1,0,0.846153846153846,0.375,0.97,0.962479608482871
"cg01651955",0.833333333333333,0.642857142857143,0.2,0.9,0.666666666666667,0.983050847457627,0.975376196990424
"cg05721476",0.956521739130435,0.9,0.0952380952380952,0.789473684210526,0.833333333333333,0.969125214408233,0.964912280701754
"cg05238750",0.4,0.166666666666667,0,0.380952380952381,0.615384615384615,0.971698113207547,0.978177150192555
"cg27373426",1,0.9,0.0588235294117647,1,0.8,0.989010989010989,0.973875181422351
"cg22862003",0.9375,0.9,0.0625,0.916666666666667,0.923076923076923,0.99203187250996,0.982432432432432
"cg13263767",0.95,0.555555555555556,0.0625,0.888888888888889,0.888888888888889,0.985046728971963,0.989349112426036
"cg07914960",0.727272727272727,0.230769230769231,0,0.85,1,0.977157360406091,0.981191222570533
"cg18404213",1,0.8,0.117647058823529,1,1,0.985138004246285,0.987306064880113
"cg17095278",1,0.333333333333333,0,1,0.909090909090909,0.986206896551724,0.978947368421053
"cg03446651",1,1,0,1,1,0.978666666666667,0.987577639751553
"cg02155509",0.214285714285714,1,0,0.8125,1,0.983838383838384,0.981873111782477
"cg02770133",0.85,0.0909090909090909,0,0.8,0.454545454545455,0.97051597051597,0.992447129909366
"cg21793437",1,0.142857142857143,0,1,0.857142857142857,0.990243902439024,0.969418960244648
"cg13794318",0.888888888888889,0.875,1,0,1,0.984198645598194,0.979913916786227
"cg10277825",0.952380952380952,1,1,0,1,0.960352422907489,0.986466165413534
"cg26328673",1,1,1,0.09375,0.666666666666667,0.979452054794521,0.98989898989899
"cg22608534",0.705882352941177,0.818181818181818,1,0,1,0.982097186700767,0.980456026058632
"cg10796788",0.833333333333333,1,0.666666666666667,0,0.818181818181818,0.967741935483871,0.984507042253521
"cg06118056",1,0.857142857142857,1,0,1,0.972704714640198,0.974747474747475
"cg22603352",1,1,1,0.0344827586206897,1,0.975903614457831,0.974160206718346
"cg24552067",1,1,1,0,1,0.99001996007984,0.987586206896552
"cg14582662",0.736842105263158,1,0.8,0,1,0.981723237597911,0.981937602627258
"cg14387312",0.9375,0.909090909090909,1,0,0,0.966926070038911,0.976623376623377
"cg09740313",0.785714285714286,1,0.818181818181818,0.037037037037037,0.75,0.987179487179487,0.989147286821705
"cg08012844",1,0.666666666666667,0.473684210526316,0,0.428571428571429,0.980132450331126,0.976190476190476
