"","Astro","Micro","Endo","Oligo","OPC","Inh","Exc"
"cg02289653",0.0754716981132075,0.875,0.666666666666667,0.944444444444444,1,1,0.981818181818182
"cg06555404",0.0731707317073171,1,1,0.984126984126984,1,0.977272727272727,0.938461538461538
"cg07037032",0,0.977777777777778,1,0.951923076923077,0.846153846153846,1,0.958333333333333
"cg26602365",0.0612244897959184,1,0.722222222222222,0.973684210526316,1,0.954545454545455,0.863013698630137
"cg08588357",0.0277777777777778,0.909090909090909,1,1,1,0.953488372093023,0.983333333333333
"cg24454741",0.0217391304347826,1,0.823529411764706,0.924731182795699,0.941176470588235,0.938775510204082,0.813559322033898
"cg02274236",0.0303030303030303,0.976744186046512,1,1,1,0.95,1
"cg27623536",0.0512820512820513,0.888888888888889,1,0.95,1,1,0.983050847457627
"cg00503690",0,0.961538461538462,1,0.980392156862745,1,0.96,0.947368421052632
"cg05540639",0.0487804878048781,0.962962962962963,1,0.974358974358974,1,0.925,1
"cg24950071",0,0.948717948717949,0.833333333333333,0.877551020408163,1,1,0.947368421052632
"cg02279471",0,0.961538461538462,1,0.903508771929825,0.416666666666667,1,0.985507246376812
"cg26409376",0.0434782608695652,0.829268292682927,1,0.923076923076923,0.941176470588235,0.884615384615385,1
"cg13743731",0,0.875,1,0.96551724137931,1,0.95,0.981132075471698
"cg17872658",0,1,0.85,0.964285714285714,0.769230769230769,1,0.953846153846154
"cg26658747",0.0217391304347826,0.777777777777778,0.8,0.977777777777778,1,0.96,0.975609756097561
"cg16681083",0.0681818181818182,1,1,0.920792079207921,1,0.888888888888889,0.98
"cg11572979",0.0487804878048781,1,0.85,0.984615384615385,0.9,0.902439024390244,0.978260869565217
"cg03304880",0.0769230769230769,1,1,1,1,0.956521739130435,0.956521739130435
"cg09974304",0,0.90625,0.875,0.909090909090909,0.9,0.96875,1
"cg10814803",0.0526315789473684,0.941176470588235,1,0.967741935483871,0.888888888888889,1,0.962962962962963
"cg26233866",0,1,1,0.946428571428571,1,0.857142857142857,0.931034482758621
"cg04747007",0,0.878787878787879,0.833333333333333,0.96078431372549,1,0.978260869565217,0.934426229508197
"cg04729026",0,0.942857142857143,0.727272727272727,0.917431192660551,0.764705882352941,1,1
"cg13048591",0.0606060606060606,0.975609756097561,0.875,1,0.923076923076923,1,0.948051948051948
"cg01057265",0,1,0.923076923076923,0.943396226415094,1,0.976744186046512,0.975
"cg17876641",0,0.95,1,0.98876404494382,1,0.878048780487805,0.854545454545454
"cg05844409",0,0.96969696969697,0.96,0.980769230769231,1,1,0.981481481481482
"cg13689085",0.03125,0.958333333333333,1,1,1,0.976190476190476,1
"cg10196902",0.108695652173913,1,0.916666666666667,0.893333333333333,1,1,1
"cg22680020",0.025,1,0.785714285714286,0.978723404255319,1,0.918918918918919,0.974358974358974
"cg23497861",0,0.970588235294118,1,0.782608695652174,0.764705882352941,0.9,0.983606557377049
"cg04298591",0.03125,1,1,0.959183673469388,1,0.96969696969697,0.984375
"cg18615472",0,1,0.625,0.985074626865672,1,0.904761904761905,0.986111111111111
"cg01804164",0.0454545454545455,1,0.785714285714286,0.951807228915663,1,0.74,0.964285714285714
"cg19988181",0.03125,1,0.75,1,1,1,1
"cg01466031",0,0.857142857142857,1,0.986486486486487,0.909090909090909,0.96875,0.958333333333333
"cg01961086",0.0857142857142857,0.925925925925926,1,0.991071428571429,1,1,0.956521739130435
"cg03317820",0,0.941176470588235,0.875,0.929824561403509,0.6,0.902439024390244,0.919354838709677
"cg13949213",0,1,1,0.92156862745098,1,1,0.955223880597015
"cg22523787",0.0784313725490196,0.852941176470588,0.357142857142857,0.939393939393939,0.944444444444444,0.954545454545455,1
"cg04098263",0.0588235294117647,0.944444444444444,1,1,0.916666666666667,1,1
"cg16266113",0,0.851851851851852,0.4375,0.80952380952381,0.875,1,1
"cg08427820",0.0232558139534884,0.970588235294118,1,0.914285714285714,0.9375,0.926829268292683,0.82089552238806
"cg22519912",0,0.966666666666667,1,0.963636363636364,0.733333333333333,0.930232558139535,1
"cg10266195",0.170731707317073,1,1,1,1,0.977272727272727,1
"cg11601285",0,1,0.769230769230769,1,0.909090909090909,0.953488372093023,0.951219512195122
"cg12396051",0.0392156862745098,0.911764705882353,0.866666666666667,0.811320754716981,0.636363636363636,0.976744186046512,0.96
"cg17663545",0.0294117647058824,1,0.857142857142857,0.931506849315068,1,1,0.981481481481482
"cg13537237",0.0454545454545455,0.551724137931034,0.888888888888889,0.93,1,1,0.981481481481482
"cg03516994",0.0222222222222222,0.931034482758621,0.833333333333333,0.864864864864865,0.833333333333333,1,0.869565217391304
"cg20303561",0.0256410256410256,0.9375,0.916666666666667,0.935483870967742,0.888888888888889,0.976190476190476,0.972972972972973
"cg03699176",0,0.815789473684211,0.529411764705882,0.90625,1,0.9,0.854166666666667
"cg01120369",0.0645161290322581,1,1,0.977777777777778,1,1,1
"cg13063157",0,0.903225806451613,1,0.949367088607595,0.916666666666667,1,0.898550724637681
"cg05000177",0,0,1,1,1,1,0.947368421052632
"cg13094936",0.0294117647058824,0.96875,1,0.932432432432432,1,0.909090909090909,0.985507246376812
"cg19433225",0.135135135135135,1,1,0.982758620689655,0.95,1,0.944444444444444
"cg25957092",0,0.961538461538462,1,0.884615384615385,1,0.978723404255319,0.971830985915493
"cg17091056",0.0714285714285714,0.939393939393939,0.571428571428571,0.956521739130435,1,1,0.962962962962963
"cg09364402",0.0571428571428571,1,0.882352941176471,0.977272727272727,0.909090909090909,1,0.969230769230769
"cg24732049",0,1,0.6,0.955555555555556,1,1,0.981818181818182
"cg09127170",0.0571428571428571,1,1,0.96,0.818181818181818,1,0.942307692307692
"cg14429807",0,1,1,0.945454545454545,0.866666666666667,1,1
"cg01013023",0.105263157894737,1,1,0.982142857142857,1,1,0.974358974358974
"cg01443852",0,0.933333333333333,0.916666666666667,0.793650793650794,0.666666666666667,0.909090909090909,1
"cg08651590",0,0.974358974358974,0.894736842105263,0.948717948717949,0.944444444444444,0.959183673469388,0.903225806451613
"cg01880677",0.0222222222222222,1,0.5625,0.915254237288136,0.888888888888889,0.927272727272727,0.906976744186046
"cg03129774",0,0.896551724137931,1,0.901639344262295,1,0.976190476190476,0.958333333333333
"cg18696538",0.134615384615385,0.944444444444444,0.88,0.821428571428571,1,0.978723404255319,1
"cg12446793",0.0625,0.964285714285714,0.933333333333333,0.987654320987654,0.941176470588235,0.977272727272727,1
"cg06513000",0,0.853658536585366,0.642857142857143,1,0.875,0.948275862068966,1
"cg02189951",0.521072796934866,0.025,0.0283018867924528,0.161676646706587,0.064,0.299120234604106,0.224400871459695
"cg03609398",0.98019801980198,0.0392156862745098,0.971428571428571,0.949640287769784,0.974358974358974,0.978260869565217,0.983606557377049
"cg00621374",0.955056179775281,0,0.771428571428571,0.950381679389313,0.822222222222222,0.983333333333333,0.964705882352941
"cg25639637",1,0,1,0.969465648854962,1,1,0.974137931034483
"cg25546136",0.97196261682243,0.206185567010309,0.822222222222222,0.952978056426332,0.945945945945946,0.9765625,0.983783783783784
"cg19669684",0.906976744186046,0.211764705882353,1,0.988372093023256,1,0.967391304347826,0.979452054794521
"cg05959508",1,0,0.846153846153846,0.988505747126437,1,0.963636363636364,0.971830985915493
"cg22436753",0.935483870967742,0.0208333333333333,0.928571428571429,0.981651376146789,1,1,1
"cg17171150",1,0,1,0.974358974358974,1,1,1
"cg22691687",1,0.0185185185185185,1,0.96875,1,0.975609756097561,0.945205479452055
"cg20046887",1,0,1,0.991596638655462,1,0.977777777777778,0.973684210526316
"cg17349352",0.96969696969697,0,1,1,1,1,1
"cg19637113",1,0,0.916666666666667,1,1,1,0.980769230769231
"cg20694619",1,0,0.8125,0.975903614457831,0.923076923076923,1,0.985714285714286
"cg14703138",0.911764705882353,0,0.952380952380952,0.971830985915493,1,0.981818181818182,0.967741935483871
"cg00890145",0.01,0.941176470588235,0.552631578947368,0.209150326797386,0,0.336206896551724,0.0368098159509202
"cg19785773",1,0.0208333333333333,1,0.957746478873239,0.95,1,0.969230769230769
"cg23933216",0.87037037037037,0.159574468085106,0.756756756756757,0.866043613707165,0.945945945945946,0.92485549132948,0.849462365591398
"cg14836555",1,0.0217391304347826,0.923076923076923,1,1,1,0.983870967741935
"cg06104989",1,0,1,1,1,1,1
"cg19069360",1,0,1,1,1,1,0.959183673469388
"cg02416947",0.956521739130435,0,1,1,1,0.96551724137931,1
"cg14053807",0.973684210526316,0.0303030303030303,0.857142857142857,0.877551020408163,0.833333333333333,0.958333333333333,0.978723404255319
"cg11633461",1,0,0.823529411764706,1,0.933333333333333,0.963636363636364,0.932203389830508
"cg12192582",0.972972972972973,0.0425531914893617,1,1,1,1,0.96969696969697
"cg18972765",0.957446808510638,0,1,0.9875,1,0.979166666666667,0.952380952380952
"cg27617715",0.971428571428571,0,1,1,1,1,0.985714285714286
"cg16563342",0.931034482758621,0,0.894736842105263,0.974358974358974,0.882352941176471,1,0.96875
"cg09948374",1,0.025,1,1,0.944444444444444,0.978260869565217,0.978260869565217
"cg07497659",0.973684210526316,0,0.933333333333333,0.96551724137931,1,0.958333333333333,1
"cg07285983",0.933333333333333,0,1,0.991869918699187,1,0.978260869565217,1
"cg06026160",0.966666666666667,0,0.941176470588235,0.960526315789474,0.944444444444444,1,0.981818181818182
"cg03168317",1,0.024390243902439,1,0.969387755102041,1,1,0.981818181818182
"cg23719062",0.973684210526316,0,1,1,1,0.980769230769231,1
"cg10718614",0.957894736842105,0.279569892473118,0.6,0.933070866141732,0.972972972972973,1,0.952380952380952
"cg17944368",1,0,0.866666666666667,0.961904761904762,1,1,0.98
"cg07186595",1,0,1,0.961538461538462,1,1,0.962962962962963
"cg01786959",0.973684210526316,0,0.956521739130435,0.984615384615385,1,0.981132075471698,0.987654320987654
"cg14746405",0.971428571428571,0,1,0.985915492957746,1,1,1
"cg16040230",0.964285714285714,0,1,0.980769230769231,1,0.974358974358974,0.986666666666667
"cg05629892",1,0,0.933333333333333,0.934782608695652,1,1,0.982758620689655
"cg09275408",0.914285714285714,0.02,1,0.964285714285714,1,0.945945945945946,1
"cg23358134",1,0.0625,0.947368421052632,0.982142857142857,0.928571428571429,0.979591836734694,0.985074626865672
"cg01623438",1,0,0.888888888888889,0.983870967741935,1,0.944444444444444,0.966101694915254
"cg14765001",1,0,1,0.981818181818182,0.88,0.934782608695652,0.971428571428571
"cg07069759",0.941176470588235,0.107692307692308,0.363636363636364,0.955357142857143,0.84,0.975,0.972727272727273
"cg01722297",0.975609756097561,0,0.888888888888889,1,1,1,0.970149253731343
"cg15621731",1,0,0.882352941176471,1,1,0.904761904761905,0.971014492753623
"cg24251323",1,0,1,1,1,0.931818181818182,1
"cg24135868",0.92,0,1,0.986486486486487,1,0.983333333333333,0.943396226415094
"cg21104835",0.935483870967742,0,0.9,0.941747572815534,0.947368421052632,0.981818181818182,0.982456140350877
"cg11145899",0.975,0,0.357142857142857,0.936507936507937,0.916666666666667,1,1
"cg06630668",1,0.0232558139534884,0.875,0.989010989010989,1,1,0.96969696969697
"cg05249016",1,0.025,0.9375,0.989130434782609,0.952380952380952,0.972972972972973,0.984375
"cg04862328",1,0.04,0.533333333333333,0.952,1,0.975,0.985714285714286
"cg10720418",0.930232558139535,0.0163934426229508,0.428571428571429,0.918604651162791,0.882352941176471,0.92,0.909090909090909
"cg02244028",1,0,1,1,1,1,1
"cg23676369",0.970588235294118,0,0.0833333333333333,1,1,0.964912280701754,0.983333333333333
"cg21191743",0.971428571428571,0,1,0.976190476190476,0.9375,0.982456140350877,0.964285714285714
"cg04167096",1,0.025,0.923076923076923,1,1,0.976190476190476,1
"cg17574593",0.954545454545455,0,0.894736842105263,0.984126984126984,0.933333333333333,0.980392156862745,0.939393939393939
"cg22509343",1,0,0.818181818181818,1,1,0.971428571428571,1
"cg02473484",0.96875,0,0.923076923076923,1,1,1,0.976190476190476
"cg01304256",0.952380952380952,0,1,0.990909090909091,0.947368421052632,1,1
"cg14285782",0.96969696969697,0,1,0.931034482758621,1,1,0.957446808510638
"cg19187121",0.967741935483871,0,0.85,0.983050847457627,1,1,0.958904109589041
"cg15412634",0.96,0,0.928571428571429,0.981818181818182,1,0.970588235294118,0.963636363636364
"cg05812217",0.966666666666667,0,0.9,0.982758620689655,0.916666666666667,1,0.975
"cg02431114",1,0,1,0.975609756097561,1,1,0.984848484848485
"cg07710874",0.972972972972973,0,0.692307692307692,0.990196078431373,1,1,0.982758620689655
"cg26959257",0.962962962962963,0.0227272727272727,0.866666666666667,1,0.916666666666667,0.975,1
"cg07345108",1,0,1,1,1,0.956521739130435,0.980769230769231
"cg18022258",0.948717948717949,0,1,0.94,1,0.976190476190476,0.927536231884058
"cg14574118",0.91304347826087,0,1,0.980769230769231,1,1,0.980392156862745
"cg11902750",0.931034482758621,0.0208333333333333,0.821428571428571,0.928571428571429,0.935483870967742,0.957446808510638,0.974025974025974
"cg00291006",0.976744186046512,0,0.888888888888889,0.986842105263158,0.933333333333333,1,1
"cg01485408",0.941176470588235,0,1,0.969230769230769,0.857142857142857,0.979166666666667,0.983050847457627
"cg24846037",1,0.0277777777777778,0.933333333333333,0.988888888888889,1,0.98,1
"cg20883723",1,0,0.909090909090909,1,0.933333333333333,1,0.962264150943396
"cg23289120",0.971428571428571,0.0232558139534884,0.875,0.96,0.846153846153846,1,0.986486486486487
"cg07004285",1,0,1,0.988095238095238,1,0.958333333333333,0.972222222222222
"cg11454646",1,0.0540540540540541,1,1,1,1,1
"cg15292446",0.967741935483871,0,0.952380952380952,1,1,0.976190476190476,0.96
"cg05652126",1,0.024390243902439,1,0.974025974025974,1,1,0.933333333333333
"cg19327252",0.976190476190476,0.0454545454545455,1,0.979166666666667,0.857142857142857,0.98,1
"cg15469943",1,0.0512820512820513,1,1,0.933333333333333,0.977777777777778,0.984848484848485
"cg16542194",0.971428571428571,0,1,0.98,0.95,1,0.983333333333333
"cg20213830",0.975,0.024390243902439,0.923076923076923,0.940594059405941,1,1,0.984848484848485
"cg00989036",1,0,1,0.979166666666667,0.956521739130435,1,0.986842105263158
"cg25461762",1,0,0.7,0.988505747126437,0.863636363636364,0.735294117647059,0.936170212765957
"cg19219778",1,0,0.9,0.955555555555556,1,1,1
"cg02929855",1,0,0.857142857142857,0.96875,0.875,0.975,0.959183673469388
"cg13530377",0.923076923076923,0,1,0.978723404255319,0.91304347826087,1,0.967741935483871
"cg10457768",1,0,0.8,1,0.95,1,0.982456140350877
"cg23599714",0.909090909090909,0,0.875,0.987654320987654,0.956521739130435,1,1
"cg11182465",1,0,1,0.97752808988764,0.9375,1,0.979591836734694
"cg02543462",1,0,0.909090909090909,1,1,1,1
"cg08659209",0.931818181818182,0,1,0.94488188976378,0.833333333333333,1,0.984615384615385
"cg19804889",1,0,0.588235294117647,0.972222222222222,1,0.963636363636364,0.981481481481482
"cg02622874",0.967741935483871,0,1,0.946428571428571,0.818181818181818,1,0.955555555555556
"cg26791778",0.954545454545455,0,0.933333333333333,1,1,0.8,0.955555555555556
"cg03903094",0.958333333333333,1,0.04,0.973684210526316,0.954545454545455,0.983050847457627,0.974358974358974
"cg14494620",0,0.0285714285714286,1,0.0147058823529412,0,0.285714285714286,0
"cg25068347",1,1,0,0.962962962962963,1,0.976190476190476,1
"cg03214363",1,0.933333333333333,0.0909090909090909,1,1,0.972972972972973,0.970149253731343
"cg22533226",0.95,1,0.0454545454545455,0.977272727272727,1,0.935483870967742,0.977777777777778
"cg04941387",0.833333333333333,0.92,0,0.894736842105263,0.928571428571429,0.971428571428571,1
"cg04976792",1,1,0.1,0.981481481481482,0.9,1,1
"cg00892417",1,1,0,0.96,1,1,1
"cg18264562",0,0,0.882352941176471,0,0,0.0208333333333333,0.0158730158730159
"cg05109966",1,1,0,0.982456140350877,0.818181818181818,0.976190476190476,1
"cg09420961",0.961538461538462,0.973684210526316,0.0909090909090909,0.967741935483871,1,0.976744186046512,0.95
"cg26003222",1,1,0,1,0.857142857142857,1,0.973684210526316
"cg10656016",0.931034482758621,0.8,0,0.924242424242424,1,0.978260869565217,1
"cg02655351",1,0.935483870967742,0,0.886075949367089,0.75,0.978260869565217,0.981818181818182
"cg06534542",1,0.962962962962963,0,0.940298507462687,0.909090909090909,0.973684210526316,0.96
"cg10967572",0.971428571428571,0.966666666666667,0,0.955752212389381,0.96,0.977272727272727,0.970588235294118
"cg05686867",0.864864864864865,0.828571428571429,0,0.867647058823529,1,0.979166666666667,0.986111111111111
"cg13174599",1,0.96875,0.0833333333333333,1,1,0.837837837837838,0.957446808510638
"cg08922239",0.964285714285714,1,0.0555555555555556,0.984375,0.916666666666667,1,0.979166666666667
"cg11562443",0.896551724137931,0.848484848484849,0,0.925373134328358,1,1,0.928571428571429
"cg00204802",1,0.866666666666667,0.0555555555555556,1,1,1,1
"cg05786231",0.928571428571429,0.777777777777778,0,0.842105263157895,1,0.925,0.952380952380952
"cg07884745",0.863636363636364,1,0,0.964285714285714,0.722222222222222,0.9375,0.921052631578947
"cg23997074",0.739130434782609,0.982142857142857,0.0869565217391304,0.962962962962963,0.954545454545455,1,0.957142857142857
"cg09243359",1,0.903225806451613,0.0555555555555556,0.98780487804878,0.846153846153846,0.972222222222222,1
"cg14500655",1,1,0.1,0.983333333333333,0.769230769230769,1,0.96078431372549
"cg00906203",0.972222222222222,0.975609756097561,0.0434782608695652,0.847058823529412,0.8,0.976744186046512,0.953488372093023
"cg04589074",0.885714285714286,0.814814814814815,0.0526315789473684,1,1,1,0.942028985507246
"cg11378001",1,0.857142857142857,0.0952380952380952,1,1,0.955555555555556,0.964912280701754
"cg18186324",0.971428571428571,0.9,0.05,0.930555555555556,0.928571428571429,1,0.966101694915254
"cg02286008",1,0.821428571428571,0,0.977777777777778,1,0.96551724137931,0.88135593220339
"cg02844852",0.888888888888889,0.5,0.0416666666666667,0.979166666666667,0.888888888888889,0.976744186046512,1
"cg16276865",0.976744186046512,0.945945945945946,0.153846153846154,0.916666666666667,1,0.978723404255319,0.906666666666667
"cg22320428",0.96875,0.944444444444444,0,0.980769230769231,0.888888888888889,0.970588235294118,0.944444444444444
"cg26222731",0.923076923076923,0.941176470588235,0.0526315789473684,0.981481481481482,0.956521739130435,0.921052631578947,1
"cg05138702",0.896551724137931,1,0.0526315789473684,0.927272727272727,1,1,0.975
"cg08126590",0,0,0.772727272727273,0.0172413793103448,0,0.0512820512820513,0
"cg11510131",0.814814814814815,1,0,1,1,1,1
"cg04829621",0.975,0.96078431372549,0,0.81981981981982,0.857142857142857,0.979591836734694,0.975
"cg07091544",0.935483870967742,0.814814814814815,0,1,0.954545454545455,1,1
"cg26667462",0.96551724137931,0.75,0.1,0.986842105263158,1,0.980392156862745,1
"cg15002163",0,0,1,0.010989010989011,0,0.0892857142857143,0.0175438596491228
"cg08137156",1,0.885714285714286,0.0526315789473684,0.946808510638298,0.916666666666667,0.958333333333333,0.941176470588235
"cg19314470",1,0.916666666666667,0.0952380952380952,0.933333333333333,0.857142857142857,1,0.980392156862745
"cg19937572",1,0.894736842105263,0,0.940298507462687,0.9,0.976190476190476,0.981818181818182
"cg07718431",1,1,0,1,1,1,1
"cg14539806",0.84,0.904761904761905,0.0454545454545455,0.958333333333333,1,0.882352941176471,0.91304347826087
"cg13263767",0.961538461538462,0.896551724137931,0.0588235294117647,0.969230769230769,1,0.984375,0.96969696969697
"cg09435920",0,0,0.916666666666667,0,0,0,0
"cg09419176",1,0.857142857142857,0.1,1,1,0.967741935483871,0.954545454545455
"cg27594616",1,0.85,0,0.972222222222222,1,1,0.977777777777778
"cg04520242",0.939393939393939,0.909090909090909,0.142857142857143,0.985294117647059,0.928571428571429,0.980392156862745,0.981481481481482
"cg19980260",0.961538461538462,1,0.117647058823529,0.981132075471698,1,1,0.98
"cg01063234",1,1,0.0555555555555556,0.944444444444444,1,0.967741935483871,0.921052631578947
"cg26531195",0.774193548387097,0.96,0,0.910714285714286,1,0.893617021276596,0.886363636363636
"cg05318210",0.961538461538462,0.9,0.0526315789473684,0.953846153846154,1,0.96875,0.967741935483871
"cg23093090",0.939393939393939,1,0,0.948275862068966,0.916666666666667,0.933333333333333,0.980769230769231
"cg25344194",0.980769230769231,0.833333333333333,0.0952380952380952,0.945454545454545,0.952380952380952,0.953488372093023,0.947368421052632
"cg22025803",0.939393939393939,0.875,0.0526315789473684,0.952380952380952,0.916666666666667,0.9375,0.957446808510638
"cg25716814",0,0,1,0,0,0.325581395348837,0
"cg21005438",1,1,0.117647058823529,0.949367088607595,1,1,1
"cg25021969",0.961538461538462,0.885714285714286,0,0.984126984126984,1,0.886363636363636,0.818181818181818
"cg09864050",0.0285714285714286,0.0263157894736842,1,0.0576923076923077,0.19047619047619,0,0.12962962962963
"cg08443130",1,1,0.25,0.985507246376812,1,0.98,0.98
"cg08044718",0.993006993006993,0.985611510791367,0.712765957446808,0.97752808988764,0.985714285714286,0.935828877005348,0.987915407854985
"cg04879750",1,0.96,0.210526315789474,1,1,1,0.978260869565217
"cg08110756",1,0.918918918918919,0.142857142857143,0.973333333333333,1,0.880597014925373,0.982758620689655
"cg03126633",1,0.918918918918919,0.0434782608695652,0.863013698630137,0.9375,0.879310344827586,0.845070422535211
"cg27259137",1,0.892857142857143,0,0.985507246376812,1,1,0.96875
"cg04493700",0.810810810810811,0.928571428571429,0.0952380952380952,0.961538461538462,1,0.973684210526316,1
"cg09757087",1,0.925925925925926,0.260869565217391,0.964285714285714,1,1,1
"cg02842385",1,0.966666666666667,0.0588235294117647,0.917647058823529,0.882352941176471,0.953488372093023,0.985507246376812
"cg01411400",0.96551724137931,0.878787878787879,0,0.96,0.941176470588235,0.95,0.953125
"cg04874580",1,1,0.1,0.957446808510638,0.857142857142857,0.921052631578947,0.954545454545455
"cg13739938",1,1,0.3,1,1,1,1
"cg24159559",0.976744186046512,0.91304347826087,0.117647058823529,0.985915492957746,1,0.971428571428571,0.980392156862745
"cg23283423",0.956521739130435,0.961538461538462,0.105263157894737,0.964912280701754,1,0.964285714285714,0.956521739130435
"cg02459042",1,0.846153846153846,0.0666666666666667,1,1,1,1
"cg05268769",0.869565217391304,1,0,0.894736842105263,0.888888888888889,0.953488372093023,0.947368421052632
"cg22440155",0,0,0.882352941176471,0.0169491525423729,0,0,0.0784313725490196
"cg04965200",1,0.947368421052632,0.0625,0.969230769230769,1,0.976744186046512,0.943396226415094
"cg13563390",0.945945945945946,0.909090909090909,0.0588235294117647,0.978260869565217,0.888888888888889,0.945945945945946,1
"cg12148470",0.916666666666667,0.84,0.0588235294117647,1,0.866666666666667,1,0.957446808510638
"cg23554365",0.904761904761905,0.870967741935484,0,0.940298507462687,0.857142857142857,0.870967741935484,0.976744186046512
"cg09994087",1,0.967741935483871,0.0666666666666667,0.95,1,0.977272727272727,0.962962962962963
"cg14180758",0.96875,1,0,0.851851851851852,1,0.90625,1
"cg10493383",1,1,0.272727272727273,0.989247311827957,1,0.947368421052632,0.958333333333333
"cg13273037",1,0.958333333333333,0.0588235294117647,0.918918918918919,0.8,1,0.978723404255319
"cg11251309",0,0,0.75,0,0,0,0.0188679245283019
"cg02211474",0.952380952380952,0.875,0,1,1,1,0.966666666666667
"cg13278004",0.722222222222222,0,0,0.850574712643678,1,0.971428571428571,0.981818181818182
"cg00649632",0.727272727272727,0.903225806451613,0,1,1,0.67741935483871,0.966101694915254
"cg02391394",0.972222222222222,0.958333333333333,0,0.979591836734694,1,0.91304347826087,1
"cg07745344",0.96,0.821428571428571,0,1,0.666666666666667,1,1
"cg05820241",1,0.333333333333333,0,0.950617283950617,1,0.972222222222222,0.974358974358974
"cg17830515",1,0.904761904761905,0,1,1,1,1
"cg10707788",0.971428571428571,0.958333333333333,0.111111111111111,0.938461538461538,0.857142857142857,0.975,0.982758620689655
"cg07456470",0.357142857142857,1,0.0476190476190476,0.971428571428571,0.909090909090909,0.981132075471698,1
"cg21207595",0.947368421052632,0.411764705882353,0,0.952,0.923076923076923,1,0.964912280701754
"cg07803375",0.974358974358974,0.933333333333333,0,0.919354838709677,1,1,0.916666666666667
"cg13470112",0.745283018867924,0.972222222222222,0.88,0.0409556313993174,0.340909090909091,0.707142857142857,0.905759162303665
"cg09766379",1,0.986666666666667,0.970588235294118,0.140625,1,0.607476635514019,0.963768115942029
"cg01348155",0.974358974358974,0.90625,0.923076923076923,0.0272727272727273,1,1,0.967741935483871
"cg12033799",0.972972972972973,0.973684210526316,0.8,0.0267857142857143,0.857142857142857,1,0.972602739726027
"cg18687783",0.948717948717949,1,0.75,0.0560747663551402,1,1,1
"cg09229169",0.96875,1,0.95,0.0194174757281553,0.928571428571429,1,0.963636363636364
"cg15814154",1,0.970588235294118,1,0,1,0.942857142857143,0.977777777777778
"cg07906625",0.535087719298246,0.00909090909090909,0.540540540540541,0.0212765957446809,0.391304347826087,0.556338028169014,0.580392156862745
"cg09519118",1,0.928571428571429,0.894736842105263,0.00970873786407767,1,0.972972972972973,0.984126984126984
"cg14961019",0.861111111111111,0.967741935483871,0.785714285714286,0.00970873786407767,0.882352941176471,0.967213114754098,0.973684210526316
"cg01933871",1,1,1,0.0421052631578947,1,1,0.979166666666667
"cg00032637",0.971428571428571,0.961538461538462,1,0,0.142857142857143,0.883720930232558,0.985074626865672
